Name,Type
Pineau Gros de Vouvray,White
Pineau Nantais,White
Plant d’Anjou,White
Plant de Brézé,White
Plant de Salces,White
Plant de Salles,White
Plant du Clair de Lune,White
Quefort,White
Rajoulin,White
Ronchalin,White
Rouchelein,White
Rouchelin,White
Rouchalin,White
Rougelin,White
Steen,White
Stein,White
Tête de Crabe,White
Vaalblaar Stein and Verdurant,White
Clairette,White
AG Cleret,White
AG Kleret,White
Blanc Laffite,White
Blanket,White
Blanquette,White
Blanquette De Limoux,White
Blanquette du Midi,White
Blanquette Velue,White
Bon Afrara,White
Bou Afrara,White
Branquete,White
Cibade,White
Clairette,White
Clairette d'Aspiran,White
Clairette De Limoux,White
Clairette De Trans,White
Clairette Pointue,White
Clairette Pounchoudo,White
Clairette verte,White
Clarette,White
Clerette,White
Colle Musquette,White
Cotticour,White
Feher Clairette,White
Feher Kleret,White
Gaillard blanc,White
Granolata,White
Klaretto bianko,White
Kleret,White
Kleret Belyi,White
Kleret de Limu,White
Muscade,White
Osianka,White
Ousianka,White
Ovsyaika,White
Ovsyanka,White
Petit blanc,White
Petit Kleret,White
Petite Clairette,White
Poupe De Gate,White
Pti Blan d'Obena,White
Seidentraube,White
Shalos Zolotistyi,White
Uva Gijona,White
Vivsianka,White
Vivsyanca and Vivsyanka,White
Claret de Gers,White
Claret de Gascogne,White
Claverie,White
Bouguieu,White
Chalosse Blanche,White
Chaloussenc,White
Clabarien,White
Clabérieu,White
Clabéria,White
Claverie Blanc and Claverie vert,White
Cococciola,White
Cacciola,White
Cacciuolo and Cociumella,White
Cocur,White
Coda di Pecora,White
Coda di Volpe,White
Coda di Volpe,White
Guarnaccia bianca,White
Alopecis,White
Cianca rossa,White
Coada Vulpi,White
Coda di Pecora,White
Coda di Volpe bianca,White
Coda di Volpe de Maddaloni,White
Coda di Vulpe durante,White
Crapettone,White
Durante,White
Falerno,White
Guarnaccia bianca,White
Lisica opasca bjelaja,White
Lisitcha opachka biala,White
Pallagrello and Pallegrello bianco,White
Colombard,White
Bardero,White
Blanc Emery,White
Blanquette,White
Bon blanc,White
Koejawel bom,White
Chabrier vert,White
Charbrier vert,White
Colombar,White
Colombeau,White
Colombie,White
Colombier,White
Coulombier,White
Cubzadais,White
Donne rousse,White
Donne verte,White
French Colombard,White
Gros Blanc Doux,White
Gros Blanc Roux,White
Guenille,White
Kolombar,White
Martin Cot,White
Pied Tendre,White
Quene Tendre,White
Quene vert,White
Queue Tendre,White
Queue verte,White
and West's White Prolific,White
Completer,White
Lafnaetscha,White
Lafnetscha,White
Lafnetsela,White
Lindauer,White
Malans,White
Malanstraube,White
Malanstraube Weisse,White
Räuschling Edelweiss,White
Zürichersee,White
Zürichseer,White
Zürirebe,White
and Zürichersee,White
Cortese,White
Bianca Fernanda,White
Corteis,White
Cortese Bianca,White
Cortese Bianco,White
Cortese d'Asti,White
Cortese dell'Astigliano,White
Courteis,White
Cortesi,White
Courteisa,White
Fernanda Bianca,White
and Raverusto,White
Crato,White
Crato bianco,White
Courbu,White
Xuri Zerratua,White
Bordelesa Zuri,White
Bordeleza Zuria,White
Chacoli Zuria,White
Cougnet,White
Courbeau,White
Courbi blanc,White
Courbies,White
Courbis,White
Courbu,White
Courbu Gros,White
Courbut,White
Courbut blanc,White
Courtoisie,White
Ondaria Zuria and Vieux Pacherenc,White
Criolla Grande,White
Criolla Grande Sanjuanina,White
Criolla San Juanino,White
Criolla Sanjuanina,White
Italia,White
Sanjuanina Rosada,White
and Uva Tierna,White
Crouchen,White
Clare Riesling,White
Cape Riesling,White
Basque,White
Cape Riesling,White
Cheri Cerratia,White
Clare Riesling,White
Cougnet,White
Crochenta,White
Crouchen Blanc,White
Cruchen,White
Cruchen Blanc,White
Cruchenta,White
Cruchenton Blanc,White
Grand Blanc,White
Kaapse Riesling,White
Messanges Blanc,White
Navarre Blanc,White
Paarl Riesling,White
Riesling,White
Riesling Vert,White
S A Riesling,White
Sable Blanc,White
Sales Blanc,White
Trouchet Blanc,White
and Zurizerratia,White
Pearl of Csaba,White
Csaba gyöngye,White
Csabagyöngye,White
Perla Czabanska,White
Perla di Csaba,White
Perle di Csaba,White
Perle von Csaba,White
жэмчуг сабa,White
Zhemchug csaba,White
Венгерский мускатный ранний,White
Vengerskiy muskatnyy ranniy,White
Cserszegi fűszeres,White
Cygne blanc,White
Dattier,White
Debina,White
Dempina,White
Ntempina,White
and Zitsa,White
Debit,White
Diagalves,White
Dimiat,White
Ahorntraube,White
Beglerdia,White
Beglezsia,White
Bekaszaju,White
Bekaszölö,White
Belezsi,White
Belina,White
Belina krupna,White
Belogollandskii,White
Belogollanskii,White
Bemena,White
Bois Jaune,White
Damiat,White
Damjat,White
Damjat bial,White
Debela lipovina,White
Dertonia,White
Dertonija,White
Dertonilia,White
Dimiate,White
Dimjat,White
Drobna Lipovscina,White
Dymiat,White
Fehér Szemendriai,White
Galan,White
Koplik,White
Krupna belina,White
Laschka,White
Laska belina,White
Mana Kuki,White
Misket de Silven,White
Misket Slivenski,White
Nagyvögü,White
Pamid,White
Pamit,White
Parmac,White
Plovdina,White
Plovdina esküska,White
Plovdina eskulska,White
Saricibuk,White
Plovdiska,White
Podbelec,White
Podbeuz,White
Radoviska plovdina,White
Roscara,White
Rosiora,White
Saratchobok,White
Saridzibuk,White
Semendra,White
Semendria,White
Semendru,White
Senederevka,White
Smederevka,White
Smederevka bianca,White
Smederevka bijela,White
Smederevka white,White
Szemendriai féher,White
Szemendriai Zöld,White
Szemendrianer,White
Tök szöllö,White
Töksölö,White
Tökszölö,White
Töröklugas,White
Wippacher,White
Wippacher ahornblättrig,White
Yapalaki,White
Zarja,White
Zmedervka,White
Zoumiatico,White
Zoumiatis,White
Zumjat,White
Zumjatiko and Zumyat,White
Dinka,White
Bakar,White
Chtein Chiler,White
Crvena Dinka,White
Crvena Ruzica,White
Dinka Crvena,White
Dinka Mala,White
Dinka Rouge,White
Fleichstraube,White
Fleischtraube,White
Hajnalpiros,White
Kamena Dinka,White
Kamenoruziak Cerveny,White
Kamenoruzijak Cerveni,White
Kevidinka,White
Kövidinka,White
Kövidinka Rose,White
Kövidinka Rosovaia,White
Kövis Dinka,White
Kovidinka,White
Kovidinka Rose,White
Kovidinka Rozovaya,White
Kubinyi,White
Mala Dinka,White
Pankota,White
Pirca Voeroes,White
Piros Koevidinka,White
Raisin de Rose,White
Rosentraube,White
Roujitsa,White
Rusica,White
Ruzhitsa,White
Ruzica,White
Ruzica Crvena,White
Ruzike Cervena,White
Ruzsica,White
Ruzsitza,White
Schiller,White
Shtein Shiller,White
Sremska Ruzica,White
Steinschiller,White
Steinschiller Rother,White
Steinschiller Roz,White
Vörös Dinka,White
Vorosz Dinka,White
Werschätzer,White
and Werschatzer,White
Doña Blanca,White
Alvaro de Soire,White
Alvaro de Sousa,White
Boal,White
Boal Cachudo,White
Colhao de Gallo,White
Dame Blanche,White
Doña Branca,White
Graciolo,White
Graciosa,White
Graziolo,White
Malvasia Branca,White
Malvasia Grosso,White
Moza Fresca,White
Santo Estevao,White
Valenciana,White
Voal Cachudo and Voal Esparrapado,White
Donzelinho branco,White
Donzellinho branco,White
Donzelyhno,White
Terrantes and Terrantez,White
Doradilla,White
Doradillo,White
Drupeggio,White
Bottaio bianco,White
Cacinello,White
Cacciumo,White
Canaiolo bianco,White
Canajola,White
Canina,White
Drupeccio,White
Lupeccio,White
Trupeccio,White
Uva dei Cani  and Volpicchio,White
Durella,White
Cagnina,White
Duracino,White
Durella bianca,White
Durello,White
Durelo,White
Durola bianca,White
Rabbiosa,White
Rabiosa,White
Rabiosa di Asolo,White
and Raboso Piava,White
Ehrenfelser,White
Elbling,White
Albana,White
Albe,White
Alben,White
Albig,White
Albuelin,White
Albuelis,White
Allemand,White
Allemand Blanc,White
Alsacien,White
Alva,White
Argentin,White
Biela Zrebnina,White
Bielovacka,White
Bielovcka,White
Blesec,White
Blesez,White
Bourgeois,White
Burgauer,White
Burgeger,White
Burgegger,White
Burger,White
Burger Elbling,White
Burgundertraube Gruen,White
Burgyre,White
Dickelbling,White
Elbai Feher,White
Elbe,White
Elbele,White
Elben,White
Elben Feher,White
Elber,White
Elbling Weiss,White
Elbinger,White
Elmene,White
Facum,White
Facun,White
Facun Blanc,White
Farantbily,White
Faucun,White
Frankenthal Blanc,White
Gemeine Traube,White
Geschlachter Burger,White
Gonais Blanc,White
Gouais Blanc,White
Grobburger,White
Grobe,White
Grobriesling,White
Gros Blanc,White
Grossriesler,White
Grossriesling,White
Hartalbe,White
Haussard,White
Herblink,White
Heunisch Gruen,White
Isodora Brachybus,White
Klaemmer,White
Kleinbeer,White
Kleinbeere,White
Kleinberger,White
Klember,White
Klemmer,White
Klemplich,White
Kratkopeccelj,White
Kristaller,White
Kristeller,White
Kurzstingel,White
Kurzstingl,White
Kurzstingler,White
Le Gros,White
Luttenbershna,White
Marmont Vert,White
Marmot,White
Mehlweisse,White
Morawka,White
Mouillet,White
Naesslinger,White
Nuernberger Zaeh,White
Nuesslinger,White
Pecek,White
Pezhech,White
Pezhek,White
Plant Commun,White
Plant Madame,White
Raifrench,White
Rauhelbene,White
Reinfransch,White
Rheinalben,White
Rheinelbe,White
Seretonina,White
Silberweiss,White
Silvaner Weiss,White
Spizelbe,White
Srebonina,White
Suessgrober,White
Suessgrobes,White
Sussgrober,White
Tarant Bily,White
Tarant De Boheme,White
Verdin Blanc,White
Vert Blanc,White
Vert Doux,White
Weissalbe,White
Weisselben,White
Weisselbling,White
Weisser Dickelbling,White
Weisser Elbling,White
Weisser Sylvaner,White
Welsche,White
Welschel,White
Emerald Riesling,White
California 1139 E 29,White
Emerald Rizling,White
and Riesling Izumrudnii,White
Emir Karasi,White
Encruzado,White
Salgueirinho,White
Erbaluce,White
Alba Lucenti,White
Albaluce,White
Albe Lucenti,White
Ambra,White
Bianc Rousti,White
Bianchera,White
Bianco Rusti,White
Erba Luce,White
Erbaluce bianca,White
Erbalucente,White
Erbalucente bianca,White
Erbalus,White
Erbcalon,White
Greco Novarese,White
Repcalon,White
Trebbiano Gentile,White
Trebbiano Perugino,White
Trebbiano Verde dell'Umbria,White
Uva Rustia,White
Uva Rustica,White
and Vernazza di Gattinara,White
Esquitxagos,White
Escanyavella,White
Ezerjó,White
Biella,White
Budai Feher,White
Budicsin,White
Budicsina,White
Cirfondli,White
Ezer Jo,White
Feher Bakator,White
Feher Budai,White
Feher Sajgo,White
Feher Szagos,White
Frank,White
Kerekes,White
Kolmreifer,White
Kolmreifler,White
Konreifler,White
Korpavai,White
Korponai,White
Korponoi,White
Matyok,White
Predobre,White
Refosco,White
Refosco Weiss,White
Romandi,White
Satoki,White
Scheinkern,White
Scheinkernweiss,White
Shaikern,White
Staloci,White
Szadocsina,White
Szadoki,White
Szatoki,White
Szatoky,White
Tausendfachgute,White
Tausendgerte,White
Tausendgut,White
Tausendgute,White
and Trummertraube,White
Faber,White
Faberrebe,White
Falanghina,White
Biancazita,White
Biancozita,White
Biancuzita,White
Falanchina,White
Falanchina Bianca,White
Falanghina Verace,White
Falenghina,White
Falernina,White
Falerno Veronese,White
Fallanchina,White
Fallanghina,White
Folanghina,White
Montecalvo,White
Montellese,White
and Uva Falerna,White
False Pedro,White
Pedro Luis,White
Cañocazo,White
Farana,White
Favorita,White
Fernao Pires,White
Fernão Pires,White
Camarate,White
Fernam Pires,White
Fernan Piriz,White
Fernão Pirão,White
Fernao Pires,White
Fernão Pires do Beco,White
Gaeiro,White
Gaieiro,White
Maria Gomes,White
and Molinha,White
Ferral,White
Fetească albă,White
Fetiaska,White
Leànyka,White
Baratik,White
Bulgarien Feteasca,White
Devcenco Hrozno,White
Devicii Belii,White
Dievcenske Hrozno,White
Dievcie Hrozno,White
Divci Hrozen,White
Fehér Leányka,White
Feniaska Belaii,White
Fetiasca Alba,White
Fetiasca Belii,White
Fetiaska Alba,White
Fetisoara,White
Fetjaska Belaja,White
Fetyaska,White
Fetyaska Belaya,White
Fetyaska Koroleva,White
Fetysare,White
Janyszölde,White
Jányszőlő,White
Kanigl Weiss,White
Lányszőlő,White
Leanicazea,White
Leanika,White
Leánka,White
Leány Szőlő,White
Leányka,White
Leanyszölde,White
Leányszőlő,White
Lyan Szölö,White
Mädchentraube,White
Medhentraube,White
Paparyaska,White
Parsaryaska,White
Pasareasca Alba,White
Pasarjaska,White
Peseryaska,White
Poama Fetei,White
Poama Fetei Alba,White
Poama Pasareasca,White
Roszas Leányka,White
Rumänien Feteasca,White
Udssr Fetjaska,White
Ungarn Leanyka,White
Varatik,White
Fetească regală,White
Danasana,White
Danesana,White
Danosi,White
Danosi Leányka,White
Dunesdorfer Königsast,White
Dunesdörfer Königsast,White
Dunnesdiorfer,White
Erdei Sárga,White
Feteasca Corolevscaia,White
Feteasca de Danes,White
Feteasca Korolevskaia,White
Feteasca Muscatnaia,White
Feteasca Muskatnaia,White
Feteasca Regola,White
Galbena de Ardeal,White
Galbena di Ardeal,White
Kenigrast,White
Kiraileanka,White
Királyleányka,White
Königliche Mädchentraube,White
Königsast,White
Königstochter,White
Konigsast,White
Kralovska Leanka,White
Pesecka Leanka,White
Fiano,White
Apiana,White
Apiano,White
Fiana,White
Fiano di Avellino,White
Fiore Mendillo,White
Foiano,White
Latina Bianca,White
Latina Bianca di Barletta,White
Latino,White
Latino Bianco,White
Minutola,White
Minutolo,White
and Santa Sofia,White
Fié,White
Fiét,White
Fié gris,White
Findling,White
Flora,White
Fologosão,White
Folle blanche,White
Gros Plant,White
Piquepoult,White
Amounedat,White
Bordelais,White
Bouillon,White
Burageat,White
Came Braque,White
Camobraque,White
Canut,White
Canut du Lot et Garonne,White
Chalosse blanche,White
Chalot,White
Dame blanc,White
Dame blanche,White
Damery,White
Engreat blanc,White
Enrachat,White
Enragé,White
Enrageade,White
Enrageat,White
Enrageat blanc,White
Feher Folle,White
Fol,White
Fol Belyi,White
Folle,White
Folle De Bordeaux,White
Fou,White
Fütterer,White
Grais,White
Grais Bouillon,White
Gros Meslier,White
Gros Plant,White
Grosse Blanquette,White
Grosse Chalosse,White
Matza Zuri,White
Mendic,White
Mendik,White
Mondic,White
Mune Mahatsa,White
Petit Verjus,White
Pic Pouille blanc,White
Picpouille,White
Picpoul,White
Picpoule,White
Picpoult d’Armagnac,White
Picpout,White
Picquepouille,White
Piquepoul,White
Piquepoul du Gers,White
Piquepoult,White
Piquepout,White
Plant de Dame,White
Plant de Madame,White
Plant de Madone,White
Pochelle blanche,White
Rebauche,White
Rochelle blanc,White
Rochelle blanche,White
Rochelle verte,White
Roumain,White
Taloche du Lot,White
Talosse,White
and Ugne blanche,White
Forastera,White
Ferestiera,White
Forastera blanca,White
Forastiera,White
Forestera,White
Forestiera,White
Forestiero,White
Frastera,White
Furastera,White
Furastiera and Uva dell'Isola,White
Forastera,White
Francavida,White
Francusa,White
Freisamer,White
Freiburger,White
Freiburg 25-1 or Fr 25-1 and the synonym Freiburger,White
Fromenteau,White
Furmint,White
Mosler,White
Sipon,White
Allgemeiner,White
Alte Sestrebe,White
Arany Furmint,White
Beregi Furmint,White
Bieli Moslavac,White
Biharboros,White
Bihari Boros,White
Budai Goher,White
Cimigera,White
Csapfner,White
Csillagviraga Furmint,White
Damzemy,White
Demjen,White
Domjen,White
Edelweisser Tokayer,White
Edler weisser Furmint,White
Féher Furmint,White
Formint,White
Formont,White
Fourminte,White
Furmint bianco,White
Furmint de Minis,White
Furmint Féher,White
Furmint Szagos,White
Furmint Valtozo,White
Gelber Moster,White
Gemeiner,White
Görgeny,White
Görin,White
Goher Féher,White
Gorin,White
Grasă de Cotnari,White
Holyagos Furmint,White
Jardanszki Furmint,White
Keknyelü,White
Keresztesevelu Furmint,White
Kiraly Furmint,White
Krhkopetec,White
Lazafürtű Furmint,White
Ligetes Furmint,White
Luttenberger,White
Madarkas Furmint,White
Mainak,White
Maljak,White
Malmsey,White
Malnik,White
Malvasia verde,White
Malvoisie verte,White
Malzak,White
Mehlweiss,White
Moscavac bijeli,White
Moslavac,White
Moslavac bijeli,White
Moslavac zuti,White
Moslavina,White
Mosler,White
Mosler gelb,White
Mosler gelber,White
Moslertraube,White
Moslovac,White
Moslovez,White
Nemes Furmint,White
Poam Grasa,White
Poma Grasa,White
Poshipon,White
Pošip,White
Pošipbijeli,White
Pošipveliki,White
Pošip Vrgonski,White
Posipel,White
Posipon,White
Pospisel,White
Rongyos Furmint,White
Salver,White
Sari Furmint,White
Sauvignon Vert,White
Schimiger,White
Schmiger,White
Seestock,White
Seeweinrebe,White
Shipo,White
Shipon,White
Shiponski,White
Sipelj,White
Šipon,White
Som,White
Som shipo,White
Somszölö,White
Szala,White
Szalai,White
Szalai janos,White
Szalay Göreny,White
Szegszolo,White
Szegzölö,White
Szigethy Szöllö,White
Szigeti,White
Toca,White
Toca Tokai,White
Tokai Krupnyi,White
Tokaiskii,White
Tokaisky,White
Tokaijer,White
Tokay,White
Tokayer,White
Ungarische,White
Weisslabler,White
Weisslauber,White
Zapfete,White
Zapfner,White
Zopfner  and Zilavka,White
Galego Dourado,White
Garganega,White
Grecanico,White
Grecanio,White
D'Oro,White
Decanico,White
Dorana di Venetia,White
Garganega Comune,White
Garganega di Gambellara,White
Garganega Gentile,White
Garganega Grossa,White
Garganega Piramidale,White
Garganega Veronese,White
Gracanico Dorato,White
Grecani,White
Grecanico,White
Grecanico Bianco,White
Grecanico Dorato,White
Grecanicu Biancu,White
Grecanio,White
Greccanico,White
Lizzara,White
Malvasia de Manresa,White
Ora,White
Oro,White
Ostesa,White
Ostesona,White
and Recanicu,White
Garnacha blanca,White
Grenache blanc,White
Belan,White
Feher Grenache,White
Garnacha blanca,White
Garnatxa blanca,White
Vernatxa blanca  in Tierras del Ebro,White
Rool Grenache,White
Silla blanc,White
Sillina blanc and White Grenache,White
Gewürztraminer,White
Tramini,White
Traminac,White
Auvernas rouge,White
Blanc brun,White
Blanc Court,White
Bon blanc,White
Christkindeltraube,White
Christkindlestraube,White
Clevener,White
Clevner,White
Crevena Ruziva,White
Crovena Ruzica,White
Dišeči Traminec,White
Dreimaenner,White
Dreimannen,White
Dreipfennigholz,White
Drumin,White
Drumin Ljbora,White
Duret rouge,White
Edeltraube,White
Fermentin rouge,White
Fleischroth,White
Fleischweiner,White
Formentin rouge,White
Fourmenteau rouge,White
Frencher,White
Fromente,White
Fromenteau,White
Fűszeres,White
Fűszeres Tramini,White
Gentil Rose Aromatique,White
Gentil-duret rouge,White
Gentile blanc,White
Gertie,White
Gewuerztraminer,White
Gringet,White
Gris rouge,White
Haiden,White
Kirmizi Traminer,White
Klaebinger,White
Klaevner,White
Kleinbraun,White
Kleinwiener,White
Livora,White
Livora Cervena,White
Mala Dinka,White
Marzimmer,White
Mirisavi Traminac,White
Nature,White
Nature rose,White
Noble rose,White
Nuernberger Rot,White
Pinat Cervena,White
Piros Tramini,White
Plant Paien,White
Princ Cerveny,White
Princt Cervena,White
Princt Cerveny,White
Ranfoliza,White
Rosentraminer,White
Rotclevner,White
Rotedel,White
Roter Nuerberger,White
Roter Nuernberger,White
Roter Traminer,White
Rotfranken,White
Rothklauser,White
Rothweiner,White
Rothwiener,White
Rotklaevler,White
Rotklaevner,White
Rotklevner,White
Rousselet,White
Runziva,White
Rusa,White
Ruska,White
Ryvola,White
Salvagnin,White
Sauvagnin,White
Savagnin,White
Savagnin jaune,White
Savagnin Rosa Aromatique,White
Savagnin rose,White
Savagnin Rose Aromatique,White
Savagnin Rose Musque,White
St Klauser,White
Termeno Aromatico,White
Tramin Cerveny,White
Tramin Korenny,White
Traminac Crveni,White
Traminac Diseci,White
Traminac mirisavi,White
Traminac Mirisavi Crveni,White
Traminac Sivi,White
Traminec,White
Traminer,White
Traminer Aromatico,White
Traminer Epice,White
Traminer Musque,White
Traminer Parfume,White
Traminer rosa,White
Traminer Rose Aromatique,White
Traminer Rot,White
Traminer Rozovyi,White
Tramini Piros and Trammener,White
Girgentina,White
Ghirghentina,White
Insolja tal-Girgenti,White
Giró blanc,White
Giró blanco and Giró Roz,White
Gloria,White
Godello,White
Agodello,White
Agodenho,White
Agudanho,White
Agudelha,White
Agudelho,White
Agudello,White
Agudelo,White
Agudenho,White
Berdello,White
Godelho,White
Godella,White
Godenho,White
Ojo de Gallo and Trincadente,White
Goldburger,White
Klosterneuburg 16-8 and Orangeriesling,White
Goldriesling,White
Goldmuskat,White
Riesling Doré,White
Riesling Khativ and Risling Zolotistyi,White
Gouais blanc,White
Absenger,White
Bauernweinbeer,White
Bauernweinbeere Weiss,White
Bauernweintraube,White
Debela,White
Drobna,White
Best's N°4,White
Blanc De Serres,White
Boarde,White
Bogatyur,White
Bon Blanc,White
Bordenauer,White
Borzenauer,White
Bouillan,White
Bouillaud,White
Bouilleaud,White
Bouillen,White
Bouillenc,White
Bourgeois,White
Bourguignon,White
Branestraube,White
Branne,White
Burgegger Weiss,White
Burger,White
Cagnas,White
Cagnou,White
Champagner Langstielig,White
Colle,White
Coulis,White
Dickweisser,White
Dickwiss,White
Enfarine Blanc,White
Esslinger,White
Figuier,White
Foirard Blanc,White
Frankenthaler,White
Gau,White
Gauche Blanc,White
Geuche Blanc,White
Goe,White
Goet,White
Gohet,White
Goi,White
Goin,White
Goix,White
Got,White
Gouai,White
Gouais Jaune,White
Gouais Long,White
Gouais Rond,White
Gouas,White
Gouaulx,White
Gouay,White
Gouche,White
Gouche Blanche,White
Goue,White
Gouest,White
Gouest Sauge,White
Gouet Blanc,White
Gouette,White
Gouge,White
Gouget Blanc,White
Gouillaud,White
Gouis De Mardeuil,White
Gousse,White
Grauhuensch,White
Grobe,White
Grobes,White
Grobheunisch,White
Grobweine,White
Grobweisse,White
Gros Blanc,White
Grünling,White
Guay Jaune,White
Gueche Blanc,White
Guest Salviatum,White
Gueuche Blanc,White
Guillan,White
Guinlan,White
Guy,White
Guy Blanc,White
Gwaess,White
Harthuensch,White
Hartuensch,White
Heinisch,White
Heinish,White
Heinsch,White
Heinschen Weiss,White
Hennische Weiss,White
Hensch,White
Heunisch Blanc,White
Heunisch Weisser,White
Heunischtraube,White
Heunish Weiss,White
Heunsch,White
Heunscher,White
Heunschler,White
Heunschlir,White
Hinschen,White
Hinschene,White
Hintsch,White
Huensch,White
Huenschene,White
Huentsch,White
Hunnentraube,White
Hunsch,White
Hunschrebe,White
Huntsch,White
Hyntsch,White
Issal,White
Issol,White
Kleinbeer,White
Kleinberger,White
Laxiertraube,White
Lombard Blanc,White
Luxiertraube,White
Mehlweisse,White
Mehlweisse Gruen,White
Mendic,White
Moreau Blanc,White
Mouillet,White
Nargouet,White
Pendrillart Blanc,White
Petit Gouge,White
Pichons,White
Plant De Sechex,White
Plant Madame,White
Plant Seche,White
President,White
Regalaboue,White
Riesling Grob,White
Rous Hette,White
Roussaou Blanc,White
Rudeca Saboule Boey,White
Sadoule Boey,White
Sadoulo Bouyer,White
Seestock Grob,White
Tejer Szozeloe,White
Thalburger,White
Trompe Bouvier,White
Trompe Valet,White
Verdet,White
Verdin Blanc,White
Vionnier,White
Weisse Traube,White
Weisser Heunisch,White
Weissgrobe,White
Weissheinsch,White
Weissstock,White
Weisstock,White
Wippacher,White
Zoeld Hajnos,White
Graisse,White
Plant de Graisse,White
Blanquette,White
Blanquette grise,White
Cargo saoumo,White
Cargo saumo,White
Chalosse,White
Cholosse,White
Clairette égreneuse,White
Cotiblanc,White
Cotilblanc,White
Gras,White
Gras blanc,White
Grecho,White
Gros blanc,White
Jalosse,White
Mendic,White
Plant de graisse,White
Plant de Grecho,White
Plant de Mun,White
Président,White
Ramassaou blanc,White
Ramassou blanc,White
Taloche,White
Tizourine bou-aferara blanc and Tizourine bou-afrara,White
Grasă de Cotnari,White
Kövérszőlő,White
Resertraube,White
Grechetto,White
Greca del Piemonte,White
Grecherello,White
Grechetto bianco,White
Grechetto di Todi,White
Grechetto Nostrale,White
Greco,White
Greco bianco di Perugia,White
Greco Gentile,White
Greco Spoletino,White
Montanarino Bianco,White
Montanaro,White
Occhietto,White
Pignoletto,White
Pistillo,White
Pizzinculo,White
Pocinculo,White
Pulce,White
Pulcincolo,White
Pulcinculo bianco,White
Pulcinculu,White
Pulcinella,White
Stroppa Volpe,White
Strozza Volpe,White
Strozzavolpe,White
and Uva di San Marino,White
Greco bianco,White
Balsamina Bianca,White
Biancame,White
Greco Biondello,White
Greco Castellano,White
Greco delle Torre,White
Greco del Vesuvio,White
Greco di Gerace,White
Greco di Napoli,White
Greco di Tufo,White
Greco Maceratino,White
Greco Moneccio,White
Grecula,White
Grecu Niuru,White
Grieco,White
Gieco,White
Grecau,White
Montecchiese,White
Morbidella,White
Ragusano Bianco,White
Sambiase,White
and Verdicchio near,White
Green Hungarian,White
Aramon du Nord,White
Bela Pelesovna,White
Bela Selenika,White
Belline,White
Bockseckel,White
Butschera,White
Elender,White
Glockauer,White
Grüne  Pelesovna,White
Gyöngy Szölö,White
Gyöngyszölö,White
Heinisch Rot,White
Hinschen Weiss,White
Lelt Szoeloe,White
Misera,White
Perlentraube,White
Putchir,White
Putscheere Bleu,White
Putscher,White
Putzcheere,White
Putzscheere,White
Raifler,White
Rothinsch,White
Rothreifler,White
Sauerlamper,White
Talburger,White
Tokauer,White
Tokayer,White
Treitsche,White
Ungar,White
Weisser Tokayer,White
and Zuti Krhkopetec,White
Grenache gris,White
Abundante,White
Aleante,White
Aleantedi Rivalto,White
Aleante Poggiarelli,White
Alicant Blau,White
Alicante,White
Alicante Grenache,White
Aragones,White
Bois Jaune,White
Cannonaddu,White
Cannonadu Nieddu,White
Cannonau,White
Cannonau Selvaggio,White
Canonazo,White
Carignane rosso,White
Elegante,White
Francese,White
Gamay del Trasimeno,White
Gamay Perugino,White
Garnaccho negro,White
Garnacha Comun,White
Garnacha negra,White
Garnacha Roja,White
Garnacha tinta,White
Garnatxa negra,White
Garnatxa Pais,White
Gironet,White
Granaccia,White
Granaxa,White
Grenache noir,White
Grenache rouge,White
Kek Grenache,White
Lladoner,White
Mencida,White
Navaro,White
Navarra,White
Navarre de la Dordogne,White
Navarro,White
Negru Calvese,White
Ranconnat,White
Red Grenache,White
Redondal,White
Retagliadu Nieddu,White
Rivesaltes,White
Roussillon Tinto,White
Roussillon,White
Rouvaillard,White
Sans Pareil,White
Santa Maria de Alcantara,White
Tentillo,White
Tintella,White
Tintilla,White
Tinto Menudo,White
Tinto Navalcarnero,White
Tai rosso,White
Toledana,White
Uva di Spagna,White
and Vernatxa,White
Grignolino,White
Arlandino,White
Balestra,White
Barbesino,White
Barbesinone,White
Barbezina,White
Barbisone d'Espagne,White
Barbosina de Bologne,White
Girodino,White
Girrodino,White
Grignolino Comune,White
Grignolino Fino Nero,White
Grignolino Grosso Nero,White
Grignolino Rosato,White
Grignolino Rosso,White
Grugnolino,White
Grugnolino Pisano,White
Nebbiolo Rosato,White
Neretto di Marengo,White
Pollasecca,White
Rosetta,White
Rossello,White
Rossetto,White
Rossetto Cites,White
and Verbesino,White
Grillo,White
Riddu,White
Rossese bianco,White
Grk Bijeli,White
Gark,White
Gherk Blanc,White
Ghrk,White
Grk,White
Grk Korčulanski,White
Grk Mali,White
Grk Veli,White
Korčulanski,White
Grolleau gris,White
Grolleau,White
Groslot de la Thibaudière,White
and Groslot gris,White
Gros Manseng,White
Izkiriota Handi,White
Gros Mansenc Blanc,White
Gros Manseng Blanc,White
Ichiriota Zuria Handia,White
Ichiriota Zuriahandla,White
Manseng Gros Blanc,White
Petit-Mansenc,White
Grüner Veltliner,White
Bielospicak,White
Cima Biancam,White
Dreimänner,White
Feherhegyü,White
Feldlinger,White
Grauer Veltliner,White
Green Veltliner,White
Grün Muskateller,White
Grüne Manhardsrebe,White
Grüner,White
Grüner Muskateler,White
Grüner Muskateller,White
Grüner Velteliner,White
